Method 1: time: 1.168213749, rttSecondDerivative: 7059.599999999999, cwndSecondDerivative: 0
Method 1: time: 1.003082637, rttSecondDerivative: 3.910291498968941e+09, cwndSecondDerivative: 3.5471418532936406e+08
Method 1: time: 1.002252455, rttSecondDerivative: 3.929714931182549e+09, cwndSecondDerivative: 3.547148444961574e+08
Method 1: time: 1.002015506, rttSecondDerivative: 3.933093897237031e+09, cwndSecondDerivative: 3.5471554111325365e+08
Method 1: time: 1.00429045, rttSecondDerivative: 3.940478518908634e+09, cwndSecondDerivative: 3.547162545051103e+08
Method 1: time: 1.004097671, rttSecondDerivative: 3.949827881926352e+09, cwndSecondDerivative: 3.5471689535796124e+08
Method 1: time: 1.002949865, rttSecondDerivative: 3.9703809029330726e+09, cwndSecondDerivative: 3.547175559428799e+08
Method 1: time: 1.003678255, rttSecondDerivative: 3.974639911552294e+09, cwndSecondDerivative: 3.5471823320118684e+08
Method 1: time: 1.004802437, rttSecondDerivative: 3.9749313418475537e+09, cwndSecondDerivative: 3.547188614573463e+08
Method 1: time: 1.00373761, rttSecondDerivative: 3.982929487972773e+09, cwndSecondDerivative: 3.547194420629916e+08
Method 1: time: 1.003904615, rttSecondDerivative: 4.0048491871202803e+09, cwndSecondDerivative: 3.547198688637682e+08
Method 1: time: 1.003107187, rttSecondDerivative: 4.0167877357352467e+09, cwndSecondDerivative: 3.5472036539980066e+08
Method 1: time: 1.005316109, rttSecondDerivative: 4.0427148676947036e+09, cwndSecondDerivative: 3.547210018718417e+08
Method 1: time: 1.003489122, rttSecondDerivative: 4.052083262815462e+09, cwndSecondDerivative: 1.7252876227238646e+09
Method 1: time: 1.004127755, rttSecondDerivative: 4.063733143064202e+09, cwndSecondDerivative: 1.7252877639143684e+09
Method 1: time: 1.001827383, rttSecondDerivative: 4.082037336232447e+09, cwndSecondDerivative: 1.7252878947315567e+09
Method 1: time: 1.003242557, rttSecondDerivative: 4.0865780669329286e+09, cwndSecondDerivative: 1.7252880153830428e+09
Method 1: time: 1.003129547, rttSecondDerivative: 4.1030968186791954e+09, cwndSecondDerivative: 1.7252881811462734e+09
Method 1: time: 1.005647146, rttSecondDerivative: 4.1186448400152907e+09, cwndSecondDerivative: 1.7252883350420558e+09
Method 1: time: 1.001949532, rttSecondDerivative: 4.134664871526439e+09, cwndSecondDerivative: 1.7252884882976935e+09
Method 1: time: 1.005103681, rttSecondDerivative: 4.147481768975408e+09, cwndSecondDerivative: 1.7252886326103125e+09
Method 1: time: 1.003016813, rttSecondDerivative: 4.1624635545086203e+09, cwndSecondDerivative: 1.725288770714093e+09
Method 1: time: 1.004202944, rttSecondDerivative: 4.178175367392832e+09, cwndSecondDerivative: 1.7252888989595704e+09
Method 1: time: 1.002391624, rttSecondDerivative: 4.1889240694834533e+09, cwndSecondDerivative: 1.7252890475390935e+09
Method 1: time: 1.005843509, rttSecondDerivative: 4.2115448702315373e+09, cwndSecondDerivative: 1.7252891694925604e+09
Method 1: time: 1.00296149, rttSecondDerivative: 4.227457224399984e+09, cwndSecondDerivative: 1.725289288155829e+09
Method 1: time: 1.00347942, rttSecondDerivative: 4.236669377557315e+09, cwndSecondDerivative: 1.7252894274383743e+09
Method 1: time: 1.002469871, rttSecondDerivative: 4.248557560762921e+09, cwndSecondDerivative: 1.7252895413634505e+09
Method 1: time: 1.00483198, rttSecondDerivative: 4.254559483176536e+09, cwndSecondDerivative: 1.7252896575756185e+09
Method 1: time: 1.001778972, rttSecondDerivative: 4.273595803503904e+09, cwndSecondDerivative: 1.7252897664334002e+09
Method 1: time: 1.003889942, rttSecondDerivative: 4.290085713990392e+09, cwndSecondDerivative: 1.7252899352968793e+09
Method 1: time: 1.003752662, rttSecondDerivative: 4.307636513925832e+09, cwndSecondDerivative: 1.725290110779742e+09
Method 1: time: 1.004125707, rttSecondDerivative: 4.322783840973125e+09, cwndSecondDerivative: 1.7252902775257645e+09
Method 1: time: 1.004283216, rttSecondDerivative: 4.335085634815774e+09, cwndSecondDerivative: 1.7252904334509137e+09
Method 1: time: 1.005600419, rttSecondDerivative: 4.365929145307831e+09, cwndSecondDerivative: 1.7252905576440108e+09
Method 1: time: 1.002023572, rttSecondDerivative: 4.376735565626261e+09, cwndSecondDerivative: 1.725290671274102e+09
Method 1: time: 1.005296393, rttSecondDerivative: 4.395652446509186e+09, cwndSecondDerivative: 1.7252908044950202e+09
Method 1: time: 1.006704163, rttSecondDerivative: 4.40129455955746e+09, cwndSecondDerivative: 1.7252909456486466e+09
Method 1: time: 1.001968305, rttSecondDerivative: 4.409908463246752e+09, cwndSecondDerivative: 1.7252910884158459e+09
Method 1: time: 1.013020356, rttSecondDerivative: 4.428258274553838e+09, cwndSecondDerivative: 1.725291224480987e+09
Method 1: time: 1.002462763, rttSecondDerivative: 4.448039547480589e+09, cwndSecondDerivative: 1.7252913561768565e+09
Method 1: time: 1.005387384, rttSecondDerivative: 4.467523257534441e+09, cwndSecondDerivative: 1.7252914651410582e+09
Method 1: time: 1.005524749, rttSecondDerivative: 4.482835401381369e+09, cwndSecondDerivative: 1.7252915814899297e+09
Method 1: time: 1.005384551, rttSecondDerivative: 4.499256896263237e+09, cwndSecondDerivative: 1.7252917018539233e+09
Method 1: time: 1.003049473, rttSecondDerivative: 4.511910659155297e+09, cwndSecondDerivative: 1.7252918075237586e+09
Method 1: time: 1.004891326, rttSecondDerivative: 4.521455645466707e+09, cwndSecondDerivative: 1.7252918998352697e+09
Method 1: time: 1.009207564, rttSecondDerivative: 4.536188563391589e+09, cwndSecondDerivative: 1.7252919853162518e+09
Method 1: time: 1.005507925, rttSecondDerivative: 4.559738670985815e+09, cwndSecondDerivative: 1.7252920766381934e+09
Method 1: time: 1.002376195, rttSecondDerivative: 4.582136074201863e+09, cwndSecondDerivative: 1.7252921632930796e+09
Method 1: time: 1.002937968, rttSecondDerivative: 4.594894418923872e+09, cwndSecondDerivative: 1.725292252597043e+09
Method 1: time: 1.004031625, rttSecondDerivative: 4.613184520592454e+09, cwndSecondDerivative: 1.7252923357501063e+09
Method 1: time: 1.002082835, rttSecondDerivative: 4.638002465398755e+09, cwndSecondDerivative: 1.7252924307782686e+09
Method 1: time: 1.004693489, rttSecondDerivative: 4.649606630924613e+09, cwndSecondDerivative: 1.7252925608581738e+09
Method 1: time: 1.005383915, rttSecondDerivative: 4.653655963095898e+09, cwndSecondDerivative: 1.7252927206176958e+09
Method 1: time: 1.005567923, rttSecondDerivative: 4.675018520731326e+09, cwndSecondDerivative: 1.7252928623611054e+09
Method 1: time: 1.002041723, rttSecondDerivative: 4.682355454357956e+09, cwndSecondDerivative: 1.725292986048683e+09
Method 1: time: 1.004316331, rttSecondDerivative: 4.700298127406008e+09, cwndSecondDerivative: 1.7252930719163568e+09
Method 1: time: 1.00229781, rttSecondDerivative: 4.725049615962004e+09, cwndSecondDerivative: 1.7252932130308807e+09
Method 1: time: 1.00320879, rttSecondDerivative: 4.744084627842622e+09, cwndSecondDerivative: 1.7252933412942424e+09
Method 1: time: 1.003414508, rttSecondDerivative: 4.750126139535416e+09, cwndSecondDerivative: 1.725293423338856e+09
Method 1: time: 1.003464227, rttSecondDerivative: 4.764378843357453e+09, cwndSecondDerivative: 1.7252935470419967e+09
Method 1: time: 1.003136841, rttSecondDerivative: 4.783543851452297e+09, cwndSecondDerivative: 1.725293667884161e+09
Method 1: time: 1.005270855, rttSecondDerivative: 4.804172754692372e+09, cwndSecondDerivative: 1.7252937854492028e+09
Method 1: time: 1.005483765, rttSecondDerivative: 4.81896896121013e+09, cwndSecondDerivative: 1.7252939156634727e+09
Method 1: time: 1.001148924, rttSecondDerivative: 4.831323046683544e+09, cwndSecondDerivative: 1.7252940285960565e+09
Method 1: time: 1.006062632, rttSecondDerivative: 4.845996586274003e+09, cwndSecondDerivative: 1.7252941131038215e+09
Method 1: time: 1.006460775, rttSecondDerivative: 4.864495811509758e+09, cwndSecondDerivative: 1.7252942186627884e+09
Method 1: time: 1.001741555, rttSecondDerivative: 4.885561703513087e+09, cwndSecondDerivative: 1.7252943543578355e+09
Method 1: time: 1.003650019, rttSecondDerivative: 4.905131259182473e+09, cwndSecondDerivative: 1.725294437547937e+09
Method 1: time: 1.003095924, rttSecondDerivative: 4.9124903495695915e+09, cwndSecondDerivative: 1.725294518490264e+09
Method 1: time: 1.003126091, rttSecondDerivative: 4.932121931121686e+09, cwndSecondDerivative: 1.725294629310472e+09
Method 1: time: 1.003832522, rttSecondDerivative: 4.951258973614555e+09, cwndSecondDerivative: 1.7252947450691473e+09
Method 1: time: 1.003826763, rttSecondDerivative: 4.963664025640337e+09, cwndSecondDerivative: 1.7252948717847962e+09
Method 1: time: 1.003446084, rttSecondDerivative: 4.977030919262705e+09, cwndSecondDerivative: 1.7252950035221863e+09
Method 1: time: 1.003846616, rttSecondDerivative: 4.984671946425748e+09, cwndSecondDerivative: 1.7252951242039697e+09
Method 1: time: 1.003242663, rttSecondDerivative: 5.001916582162598e+09, cwndSecondDerivative: 1.7252952434887257e+09
Method 1: time: 1.004046679, rttSecondDerivative: 5.025773463286718e+09, cwndSecondDerivative: 1.725295360126424e+09
Method 1: time: 1.003069347, rttSecondDerivative: 5.044454875659386e+09, cwndSecondDerivative: 1.7252954808998492e+09
Method 1: time: 1.005111399, rttSecondDerivative: 5.057922675829701e+09, cwndSecondDerivative: 1.72529559777016e+09
Method 1: time: 1.008187904, rttSecondDerivative: 5.083918219563433e+09, cwndSecondDerivative: 1.7252957017063265e+09
Method 1: time: 1.011542499, rttSecondDerivative: 5.09421104812292e+09, cwndSecondDerivative: 1.7252958398331473e+09
Method 1: time: 1.003621393, rttSecondDerivative: 5.096647947617701e+09, cwndSecondDerivative: 1.7252959620176072e+09
Method 1: time: 1.003162962, rttSecondDerivative: 5.119812911952147e+09, cwndSecondDerivative: 1.7252960362982488e+09
Method 1: time: 1.016199995, rttSecondDerivative: 5.131099315257919e+09, cwndSecondDerivative: 1.7252961472041955e+09
Method 1: time: 1.003068131, rttSecondDerivative: 5.138911847322977e+09, cwndSecondDerivative: 1.7252962429001904e+09
Method 1: time: 1.002798556, rttSecondDerivative: 5.151945898994458e+09, cwndSecondDerivative: 1.7252963470828602e+09
Method 1: time: 1.001615635, rttSecondDerivative: 5.168008121686193e+09, cwndSecondDerivative: 1.7252964556194797e+09
Method 1: time: 1.003310129, rttSecondDerivative: 5.182023887961837e+09, cwndSecondDerivative: 1.7252965949067378e+09
Method 1: time: 1.003098848, rttSecondDerivative: 5.185280923855088e+09, cwndSecondDerivative: 1.7252966946203177e+09
Method 1: time: 1.005064953, rttSecondDerivative: 5.202247855090787e+09, cwndSecondDerivative: 1.7252967974677134e+09
Method 1: time: 1.002058331, rttSecondDerivative: 5.223236094524455e+09, cwndSecondDerivative: 1.7252968930954974e+09
Method 1: time: 1.005003894, rttSecondDerivative: 5.243586610164048e+09, cwndSecondDerivative: 1.725296992236817e+09
Method 1: time: 1.003230924, rttSecondDerivative: 5.270139368818353e+09, cwndSecondDerivative: 1.7252970891754768e+09
Method 1: time: 1.004503764, rttSecondDerivative: 5.28276683496786e+09, cwndSecondDerivative: 1.7252971858176844e+09
Method 1: time: 1.003547911, rttSecondDerivative: 5.300239185831018e+09, cwndSecondDerivative: 1.7252972747444675e+09
Method 1: time: 1.003305376, rttSecondDerivative: 5.311986211553558e+09, cwndSecondDerivative: 1.7252973664232063e+09
Method 1: time: 1.003885502, rttSecondDerivative: 5.32889258415371e+09, cwndSecondDerivative: 1.725297459690642e+09
Method 1: time: 1.002815224, rttSecondDerivative: 5.344953263245059e+09, cwndSecondDerivative: 1.7252975294085186e+09
Method 1: time: 1.00306076, rttSecondDerivative: 5.368091917358708e+09, cwndSecondDerivative: 1.7252975875376208e+09
Method 1: time: 1.00461551, rttSecondDerivative: 5.3879943010965605e+09, cwndSecondDerivative: 1.725297657334506e+09
Method 1: time: 1.003362156, rttSecondDerivative: 5.402043705983357e+09, cwndSecondDerivative: 1.725297717438135e+09
Method 1: time: 1.003291564, rttSecondDerivative: 5.4173376262177305e+09, cwndSecondDerivative: 1.725297781570616e+09
Method 1: time: 1.003607878, rttSecondDerivative: 5.435524689649755e+09, cwndSecondDerivative: 1.72529787453908e+09
Method 1: time: 1.002870518, rttSecondDerivative: 5.447968955777201e+09, cwndSecondDerivative: 1.7252979932872806e+09
Method 1: time: 1.003755417, rttSecondDerivative: 5.451382483968587e+09, cwndSecondDerivative: 1.7252981113502097e+09
Method 1: time: 1.003835961, rttSecondDerivative: 5.45144965205796e+09, cwndSecondDerivative: 1.7252982308045669e+09
Method 1: time: 1.003541043, rttSecondDerivative: 5.470215722420147e+09, cwndSecondDerivative: 1.725298340629865e+09
Method 1: time: 1.005605312, rttSecondDerivative: 5.483388898129748e+09, cwndSecondDerivative: 1.7252984451293726e+09
Method 1: time: 1.004066826, rttSecondDerivative: 5.500342331233002e+09, cwndSecondDerivative: 1.725298549153536e+09
Method 1: time: 1.002240583, rttSecondDerivative: 5.503501337621525e+09, cwndSecondDerivative: 1.7252986600617971e+09
Method 1: time: 1.003777007, rttSecondDerivative: 5.510951341984894e+09, cwndSecondDerivative: 1.7252987733621526e+09
Method 1: time: 1.003305983, rttSecondDerivative: 5.52211440720357e+09, cwndSecondDerivative: 1.7252988632966077e+09
Method 1: time: 1.004219866, rttSecondDerivative: 5.540412768553467e+09, cwndSecondDerivative: 1.7252989624336197e+09
Method 1: time: 1.004081274, rttSecondDerivative: 5.545019399960604e+09, cwndSecondDerivative: 1.7252990263739362e+09
Method 1: time: 1.01413426, rttSecondDerivative: 5.560051171061882e+09, cwndSecondDerivative: 1.7252990990567234e+09
Method 1: time: 14.109591975, rttSecondDerivative: 5.56011940432376e+09, cwndSecondDerivative: 1.7252991013264756e+09
Method 1: time: 1.611630358, rttSecondDerivative: 5.560119404323875e+09, cwndSecondDerivative: 1.7252991029437044e+09
