Method 2: time: 1.000392562, rttEMAVariance: 0.00012539744847679207, cwndEMAVariance: 0
Method 2: time: 1.004825898, rttEMAVariance: 12.766582177268095, cwndEMAVariance: 0
Method 2: time: 1.003328984, rttEMAVariance: 0.46123346152846273, cwndEMAVariance: 0
Method 2: time: 1.004435855, rttEMAVariance: 0.41692458003532545, cwndEMAVariance: 0
Method 2: time: 1.003673855, rttEMAVariance: 101.7840975674314, cwndEMAVariance: 0
Method 2: time: 1.007573771, rttEMAVariance: 0.8319298046927809, cwndEMAVariance: 0
Method 2: time: 1.002510758, rttEMAVariance: 0.14250609405445688, cwndEMAVariance: 0
Method 2: time: 1.005927658, rttEMAVariance: 1.013088918969801, cwndEMAVariance: 0
Method 2: time: 1.003175875, rttEMAVariance: 0.14243901895702496, cwndEMAVariance: 0
Method 2: time: 1.003123782, rttEMAVariance: 1.871436370434404, cwndEMAVariance: 0
Method 2: time: 1.00557189, rttEMAVariance: 0.001230942779537456, cwndEMAVariance: 0
Method 2: time: 1.003577536, rttEMAVariance: 20.378000864101658, cwndEMAVariance: 0
Method 2: time: 1.004978688, rttEMAVariance: 1.8963635256564229, cwndEMAVariance: 0
Method 2: time: 1.005283659, rttEMAVariance: 0.6358657548260968, cwndEMAVariance: 0
Method 2: time: 1.007649831, rttEMAVariance: 2.373818456758528, cwndEMAVariance: 0
Method 2: time: 1.006758554, rttEMAVariance: 1.6381575064633227, cwndEMAVariance: 0
Method 2: time: 1.006721141, rttEMAVariance: 1.6628440951470853, cwndEMAVariance: 0
Method 2: time: 1.004040318, rttEMAVariance: 2.3849057467126595, cwndEMAVariance: 0
Method 2: time: 1.008057772, rttEMAVariance: 2.7905192181741536, cwndEMAVariance: 0
Method 2: time: 1.00196296, rttEMAVariance: 0.1845874063593131, cwndEMAVariance: 0
Method 2: time: 1.004289073, rttEMAVariance: 0.6214062921883916, cwndEMAVariance: 0
Method 2: time: 1.002316595, rttEMAVariance: 0.08260175228359834, cwndEMAVariance: 0
Method 2: time: 1.005523403, rttEMAVariance: 0.7384015875908325, cwndEMAVariance: 0
Method 2: time: 1.005633129, rttEMAVariance: 4.130040827643966, cwndEMAVariance: 0
Method 2: time: 1.003464978, rttEMAVariance: 3.8063618271744915, cwndEMAVariance: 0
Method 2: time: 1.005261863, rttEMAVariance: 1.1202851377277374, cwndEMAVariance: 0
Method 2: time: 1.005858089, rttEMAVariance: 3.67594653126896, cwndEMAVariance: 0
Method 2: time: 1.004616208, rttEMAVariance: 8.669496595928646, cwndEMAVariance: 0
Method 2: time: 1.004286502, rttEMAVariance: 0.15207735503165642, cwndEMAVariance: 0
Method 2: time: 1.00746014, rttEMAVariance: 3.5617863710819306, cwndEMAVariance: 0
Method 2: time: 1.005652575, rttEMAVariance: 1.288055107913206, cwndEMAVariance: 0
Method 2: time: 1.002646974, rttEMAVariance: 0.12141519889417555, cwndEMAVariance: 0
Method 2: time: 1.005657074, rttEMAVariance: 1.355460507480058, cwndEMAVariance: 0
Method 2: time: 1.004043436, rttEMAVariance: 2.383622593314678, cwndEMAVariance: 0
Method 2: time: 1.00317208, rttEMAVariance: 0.149488318154631, cwndEMAVariance: 0
Method 2: time: 1.003005397, rttEMAVariance: 3.9486340099820656, cwndEMAVariance: 0
Method 2: time: 1.004616548, rttEMAVariance: 16.873948224504492, cwndEMAVariance: 0
Method 2: time: 1.005570111, rttEMAVariance: 7.07330533819035, cwndEMAVariance: 0
Method 2: time: 1.002394109, rttEMAVariance: 1.7335127125402174, cwndEMAVariance: 0
Method 2: time: 1.005813294, rttEMAVariance: 18.520788433921787, cwndEMAVariance: 0
Method 2: time: 1.004169294, rttEMAVariance: 19.43567570216184, cwndEMAVariance: 0
Method 2: time: 1.004851036, rttEMAVariance: 0.06397072235528384, cwndEMAVariance: 0
Method 2: time: 1.002843961, rttEMAVariance: 0.7197399993021603, cwndEMAVariance: 0
Method 2: time: 1.004966886, rttEMAVariance: 16.143463249021245, cwndEMAVariance: 0
Method 2: time: 1.004399818, rttEMAVariance: 0.06409292770456565, cwndEMAVariance: 0
Method 2: time: 1.006082857, rttEMAVariance: 0.09998761541297013, cwndEMAVariance: 0
Method 2: time: 10.510002096000001, rttEMAVariance: 0.9539400374202412, cwndEMAVariance: 0
Method 2: time: 1.700926851, rttEMAVariance: 2.4786073715394957e-11, cwndEMAVariance: 0
Method 2: time: 1.726679951, rttEMAVariance: 2.478607371539759e-13, cwndEMAVariance: 0
