Method 1: time: 1.197258817, rttSecondDerivative: 124440.89999999998, cwndSecondDerivative: 0
Method 1: time: 1.001664185, rttSecondDerivative: 4.041816738018456e+09, cwndSecondDerivative: 1.6671116204181188e+08
Method 1: time: 1.00123543, rttSecondDerivative: 4.0497228992043552e+09, cwndSecondDerivative: 1.6671145323853925e+08
Method 1: time: 1.004270474, rttSecondDerivative: 4.049728662834154e+09, cwndSecondDerivative: 1.667117456230097e+08
Method 1: time: 1.002762912, rttSecondDerivative: 4.0552496840195994e+09, cwndSecondDerivative: 1.6671210965205935e+08
Method 1: time: 1.002942461, rttSecondDerivative: 4.068538136237432e+09, cwndSecondDerivative: 1.6671249845347708e+08
Method 1: time: 1.003290134, rttSecondDerivative: 4.0764394354472027e+09, cwndSecondDerivative: 1.6671295552258456e+08
Method 1: time: 1.004665903, rttSecondDerivative: 4.0915920926463137e+09, cwndSecondDerivative: 1.6671343948295924e+08
Method 1: time: 1.005194968, rttSecondDerivative: 4.102525336868787e+09, cwndSecondDerivative: 1.667139236302194e+08
Method 1: time: 1.001214859, rttSecondDerivative: 4.1029347412344117e+09, cwndSecondDerivative: 1.6671435417285308e+08
Method 1: time: 1.003152447, rttSecondDerivative: 4.1138490169681053e+09, cwndSecondDerivative: 1.6671475631176838e+08
Method 1: time: 1.005614733, rttSecondDerivative: 4.1217612731544323e+09, cwndSecondDerivative: 1.66715231266724e+08
Method 1: time: 1.004630468, rttSecondDerivative: 4.1218011498847013e+09, cwndSecondDerivative: 1.6671562695518792e+08
Method 1: time: 1.002867101, rttSecondDerivative: 4.129171665806718e+09, cwndSecondDerivative: 1.6671596702460304e+08
Method 1: time: 1.00182535, rttSecondDerivative: 4.140582848730825e+09, cwndSecondDerivative: 1.6671628594337398e+08
Method 1: time: 1.003128902, rttSecondDerivative: 4.1432225366165385e+09, cwndSecondDerivative: 1.6671663469383845e+08
Method 1: time: 1.004108516, rttSecondDerivative: 4.1519507441491923e+09, cwndSecondDerivative: 1.6671705489685023e+08
Method 1: time: 1.003493296, rttSecondDerivative: 4.1601461577106442e+09, cwndSecondDerivative: 1.6671742524342754e+08
Method 1: time: 1.00493948, rttSecondDerivative: 4.1681649123741336e+09, cwndSecondDerivative: 1.6671772996436724e+08
Method 1: time: 1.002522152, rttSecondDerivative: 4.1818724393378897e+09, cwndSecondDerivative: 1.6671798213249272e+08
Method 1: time: 1.004580478, rttSecondDerivative: 4.197308728488072e+09, cwndSecondDerivative: 1.6671829763780454e+08
Method 1: time: 1.002057274, rttSecondDerivative: 4.207670897324574e+09, cwndSecondDerivative: 1.6671865654897654e+08
Method 1: time: 1.006202691, rttSecondDerivative: 4.2177717252080503e+09, cwndSecondDerivative: 1.6671899930735075e+08
Method 1: time: 1.002392596, rttSecondDerivative: 4.235046937314356e+09, cwndSecondDerivative: 1.6671928648404795e+08
Method 1: time: 1.00479795, rttSecondDerivative: 4.250282604168144e+09, cwndSecondDerivative: 1.667196216930981e+08
Method 1: time: 1.00650673, rttSecondDerivative: 4.2601404079670596e+09, cwndSecondDerivative: 1.667199199203842e+08
Method 1: time: 1.001918104, rttSecondDerivative: 4.264601514164522e+09, cwndSecondDerivative: 1.6672023695779875e+08
Method 1: time: 1.002697207, rttSecondDerivative: 4.273701027747234e+09, cwndSecondDerivative: 1.6672050332998842e+08
Method 1: time: 1.00285484, rttSecondDerivative: 4.283841457999445e+09, cwndSecondDerivative: 1.6672076761483052e+08
Method 1: time: 1.003857735, rttSecondDerivative: 4.2934011802155066e+09, cwndSecondDerivative: 1.667210311431095e+08
Method 1: time: 1.004416385, rttSecondDerivative: 4.300570051986089e+09, cwndSecondDerivative: 1.667213301682625e+08
Method 1: time: 1.002985392, rttSecondDerivative: 4.317414742186235e+09, cwndSecondDerivative: 1.6672156747147253e+08
Method 1: time: 1.003137811, rttSecondDerivative: 4.329222187993798e+09, cwndSecondDerivative: 1.667218286011122e+08
Method 1: time: 1.004159679, rttSecondDerivative: 4.3292756892215185e+09, cwndSecondDerivative: 1.6672208768457252e+08
Method 1: time: 1.00284427, rttSecondDerivative: 4.344460598725202e+09, cwndSecondDerivative: 1.854007568660542e+08
Method 1: time: 1.004739547, rttSecondDerivative: 4.348753865344081e+09, cwndSecondDerivative: 1.85401188560688e+08
Method 1: time: 1.005558273, rttSecondDerivative: 4.36965072719983e+09, cwndSecondDerivative: 1.8540161112054342e+08
Method 1: time: 1.000960413, rttSecondDerivative: 4.378143527996725e+09, cwndSecondDerivative: 1.854019479966116e+08
Method 1: time: 1.005056154, rttSecondDerivative: 4.383538113773505e+09, cwndSecondDerivative: 1.8540226384021193e+08
Method 1: time: 1.002787068, rttSecondDerivative: 4.39771153417879e+09, cwndSecondDerivative: 1.8540257975876704e+08
Method 1: time: 1.00354815, rttSecondDerivative: 4.415884865894019e+09, cwndSecondDerivative: 1.854029079709686e+08
Method 1: time: 1.002586982, rttSecondDerivative: 4.416813324244822e+09, cwndSecondDerivative: 1.854032548582016e+08
Method 1: time: 1.004191165, rttSecondDerivative: 4.425182242007682e+09, cwndSecondDerivative: 1.8540360115403447e+08
Method 1: time: 1.005735882, rttSecondDerivative: 4.425444255484089e+09, cwndSecondDerivative: 1.8540392829745328e+08
Method 1: time: 1.002761481, rttSecondDerivative: 4.437264276195149e+09, cwndSecondDerivative: 1.8540421575556627e+08
Method 1: time: 1.003326647, rttSecondDerivative: 4.444553353949789e+09, cwndSecondDerivative: 1.854044892087844e+08
Method 1: time: 1.003520724, rttSecondDerivative: 4.450874468849085e+09, cwndSecondDerivative: 1.8540474765700927e+08
Method 1: time: 1.0036187, rttSecondDerivative: 4.464629415283277e+09, cwndSecondDerivative: 1.8540505817271477e+08
Method 1: time: 1.005324347, rttSecondDerivative: 4.46529569357902e+09, cwndSecondDerivative: 1.8540528833955655e+08
Method 1: time: 1.00134441, rttSecondDerivative: 4.479208690071515e+09, cwndSecondDerivative: 1.8540551069299358e+08
Method 1: time: 1.002048411, rttSecondDerivative: 4.489101941911564e+09, cwndSecondDerivative: 1.8540572662110925e+08
Method 1: time: 1.001341368, rttSecondDerivative: 4.502618741390995e+09, cwndSecondDerivative: 1.854059437398479e+08
Method 1: time: 1.007361304, rttSecondDerivative: 4.521181219124459e+09, cwndSecondDerivative: 1.8540617071532696e+08
Method 1: time: 1.005420403, rttSecondDerivative: 4.53377297995769e+09, cwndSecondDerivative: 1.8540638387731093e+08
Method 1: time: 1.002569131, rttSecondDerivative: 4.534661993994681e+09, cwndSecondDerivative: 1.8540659329252157e+08
Method 1: time: 1.003495596, rttSecondDerivative: 4.542509602823122e+09, cwndSecondDerivative: 1.8540685025523886e+08
Method 1: time: 1.004755625, rttSecondDerivative: 4.553481996576975e+09, cwndSecondDerivative: 1.8540716578609478e+08
Method 1: time: 1.002240806, rttSecondDerivative: 4.565638731487802e+09, cwndSecondDerivative: 1.854075334877543e+08
Method 1: time: 1.00423237, rttSecondDerivative: 4.576858269689479e+09, cwndSecondDerivative: 1.8540787245443752e+08
Method 1: time: 1.002838654, rttSecondDerivative: 4.5770318230706e+09, cwndSecondDerivative: 1.8540812478797287e+08
Method 1: time: 1.003811044, rttSecondDerivative: 4.592740910267575e+09, cwndSecondDerivative: 1.8540836943710542e+08
Method 1: time: 1.006623305, rttSecondDerivative: 4.60011326941026e+09, cwndSecondDerivative: 1.8540870600686854e+08
Method 1: time: 1.008930072, rttSecondDerivative: 4.62459177591127e+09, cwndSecondDerivative: 1.854089659949932e+08
Method 1: time: 1.018215193, rttSecondDerivative: 4.641703894641102e+09, cwndSecondDerivative: 1.8540920351512817e+08
Method 1: time: 1.00120946, rttSecondDerivative: 4.655222778645946e+09, cwndSecondDerivative: 1.8540949130194053e+08
Method 1: time: 1.00674208, rttSecondDerivative: 4.663168513065903e+09, cwndSecondDerivative: 1.8540977550972167e+08
Method 1: time: 1.003102516, rttSecondDerivative: 4.671456057047441e+09, cwndSecondDerivative: 1.854100562024467e+08
Method 1: time: 1.003751261, rttSecondDerivative: 4.687607122919398e+09, cwndSecondDerivative: 1.8541036421808577e+08
Method 1: time: 1.003261141, rttSecondDerivative: 4.694949007156261e+09, cwndSecondDerivative: 1.854106138106257e+08
Method 1: time: 1.002934073, rttSecondDerivative: 4.713941875410879e+09, cwndSecondDerivative: 1.8541082144891357e+08
Method 1: time: 1.004534544, rttSecondDerivative: 4.726237827963702e+09, cwndSecondDerivative: 1.8541109662420785e+08
Method 1: time: 1.00239115, rttSecondDerivative: 4.743490507777254e+09, cwndSecondDerivative: 1.8541140144984415e+08
Method 1: time: 1.004367109, rttSecondDerivative: 4.759166181307688e+09, cwndSecondDerivative: 1.854115967393976e+08
Method 1: time: 1.002106666, rttSecondDerivative: 4.775118772432057e+09, cwndSecondDerivative: 1.8541180032261214e+08
Method 1: time: 1.004734697, rttSecondDerivative: 4.7882327517692175e+09, cwndSecondDerivative: 1.8541208298757392e+08
Method 1: time: 1.003644956, rttSecondDerivative: 4.798839391510344e+09, cwndSecondDerivative: 1.854123456160863e+08
Method 1: time: 1.004148152, rttSecondDerivative: 4.813478939246091e+09, cwndSecondDerivative: 1.8541265938073567e+08
Method 1: time: 1.004236012, rttSecondDerivative: 4.817157468911079e+09, cwndSecondDerivative: 1.8541296501183674e+08
Method 1: time: 1.003737349, rttSecondDerivative: 4.826963471299287e+09, cwndSecondDerivative: 1.854132395912933e+08
Method 1: time: 1.001245613, rttSecondDerivative: 4.842781065315054e+09, cwndSecondDerivative: 1.854135147902918e+08
Method 1: time: 1.003656097, rttSecondDerivative: 4.860279651836479e+09, cwndSecondDerivative: 1.8541379845942867e+08
Method 1: time: 1.003700124, rttSecondDerivative: 4.866881673579864e+09, cwndSecondDerivative: 1.8541408055541313e+08
Method 1: time: 1.004427118, rttSecondDerivative: 4.87131675741395e+09, cwndSecondDerivative: 1.8541433101217943e+08
Method 1: time: 1.00406476, rttSecondDerivative: 4.877592351619968e+09, cwndSecondDerivative: 2.0201464890496463e+08
Method 1: time: 1.003789235, rttSecondDerivative: 4.885541626797382e+09, cwndSecondDerivative: 2.0201500693366644e+08
Method 1: time: 1.006314498, rttSecondDerivative: 4.888519069909223e+09, cwndSecondDerivative: 2.020152996355523e+08
Method 1: time: 1.002619076, rttSecondDerivative: 4.8927456932499695e+09, cwndSecondDerivative: 2.020155207070193e+08
Method 1: time: 1.003928857, rttSecondDerivative: 4.911784221867506e+09, cwndSecondDerivative: 2.0201584481860134e+08
Method 1: time: 1.003093125, rttSecondDerivative: 4.932755009789907e+09, cwndSecondDerivative: 2.0201613636578506e+08
Method 1: time: 1.004032585, rttSecondDerivative: 4.943994711316079e+09, cwndSecondDerivative: 2.0201642120778397e+08
Method 1: time: 1.006704518, rttSecondDerivative: 4.948618269187148e+09, cwndSecondDerivative: 2.1861610309312388e+08
Method 1: time: 1.014160229, rttSecondDerivative: 4.959065482099673e+09, cwndSecondDerivative: 2.6012566494618642e+08
Method 1: time: 1.01196068, rttSecondDerivative: 4.964476003645804e+09, cwndSecondDerivative: 2.6012605026683e+08
Method 1: time: 1.001504342, rttSecondDerivative: 4.971304245312741e+09, cwndSecondDerivative: 2.6012645433591712e+08
Method 1: time: 1.005344207, rttSecondDerivative: 4.980051657870217e+09, cwndSecondDerivative: 2.6012687515066954e+08
Method 1: time: 1.005379164, rttSecondDerivative: 4.986317922376235e+09, cwndSecondDerivative: 2.6012727433757067e+08
Method 1: time: 1.002349474, rttSecondDerivative: 5.004232045047995e+09, cwndSecondDerivative: 2.6012767344729552e+08
Method 1: time: 1.003840828, rttSecondDerivative: 5.027022969739423e+09, cwndSecondDerivative: 2.601280455423188e+08
Method 1: time: 1.004042465, rttSecondDerivative: 5.046316072790191e+09, cwndSecondDerivative: 2.6012841344716713e+08
Method 1: time: 1.003428113, rttSecondDerivative: 5.057581786692386e+09, cwndSecondDerivative: 2.6012877574856117e+08
Method 1: time: 1.003988588, rttSecondDerivative: 5.067907638034955e+09, cwndSecondDerivative: 2.6012913400199845e+08
Method 1: time: 1.003823515, rttSecondDerivative: 5.089335577612774e+09, cwndSecondDerivative: 2.601294010271721e+08
Method 1: time: 1.004584334, rttSecondDerivative: 5.105930470905815e+09, cwndSecondDerivative: 2.6012964781360653e+08
Method 1: time: 1.002818281, rttSecondDerivative: 5.110551701888076e+09, cwndSecondDerivative: 2.6012993515867317e+08
Method 1: time: 1.004227723, rttSecondDerivative: 5.120278194358818e+09, cwndSecondDerivative: 2.601302022449544e+08
Method 1: time: 1.003603988, rttSecondDerivative: 5.128975312746329e+09, cwndSecondDerivative: 2.6013045935463503e+08
Method 1: time: 1.003254553, rttSecondDerivative: 5.144094032700246e+09, cwndSecondDerivative: 2.6013092163920867e+08
Method 1: time: 1.006637352, rttSecondDerivative: 5.150315109690148e+09, cwndSecondDerivative: 2.6013140060569707e+08
Method 1: time: 1.001975943, rttSecondDerivative: 5.150382600498416e+09, cwndSecondDerivative: 2.601318652534193e+08
Method 1: time: 1.008508558, rttSecondDerivative: 5.158260991132553e+09, cwndSecondDerivative: 2.6013233375277644e+08
Method 1: time: 1.001642945, rttSecondDerivative: 5.175393415427267e+09, cwndSecondDerivative: 2.6013275837811545e+08
Method 1: time: 1.002481979, rttSecondDerivative: 5.193854575461592e+09, cwndSecondDerivative: 2.6013317392065743e+08
Method 1: time: 1.004221932, rttSecondDerivative: 5.1971811780687065e+09, cwndSecondDerivative: 2.6013358324036148e+08
Method 1: time: 1.003085397, rttSecondDerivative: 5.197242978287073e+09, cwndSecondDerivative: 2.6013400764821264e+08
Method 1: time: 1.004938616, rttSecondDerivative: 5.200090458839702e+09, cwndSecondDerivative: 2.6013445063468316e+08
Method 1: time: 1.003577709, rttSecondDerivative: 5.2217086807529955e+09, cwndSecondDerivative: 2.6013478931051412e+08
Method 1: time: 1.001933893, rttSecondDerivative: 5.225837330705028e+09, cwndSecondDerivative: 2.6013516308934286e+08
Method 1: time: 1.006814549, rttSecondDerivative: 5.237438542582525e+09, cwndSecondDerivative: 2.6013539392183915e+08
Method 1: time: 12.062043863, rttSecondDerivative: 5.243896942606541e+09, cwndSecondDerivative: 2.6013561594791713e+08
Method 1: time: 1.587033796, rttSecondDerivative: 5.243896942607699e+09, cwndSecondDerivative: 2.6013562235017714e+08
Method 1: time: 1.812242993, rttSecondDerivative: 5.243896942608095e+09, cwndSecondDerivative: 2.6013562490907657e+08
