Method 1: time: 1.214844242, rttSecondDerivative: 6814.4, cwndSecondDerivative: 0
Method 1: time: 1.002819872, rttSecondDerivative: 3.2878937567102485e+09, cwndSecondDerivative: 2.9378159729316926e+08
Method 1: time: 1.005032847, rttSecondDerivative: 3.292210257405528e+09, cwndSecondDerivative: 2.937821405815865e+08
Method 1: time: 1.003830085, rttSecondDerivative: 3.3121827099539003e+09, cwndSecondDerivative: 2.937827977803533e+08
Method 1: time: 1.001231769, rttSecondDerivative: 3.327470348516753e+09, cwndSecondDerivative: 2.937834846827453e+08
Method 1: time: 1.004114717, rttSecondDerivative: 3.343673517547649e+09, cwndSecondDerivative: 2.93784161513387e+08
Method 1: time: 1.004555177, rttSecondDerivative: 3.360901587879331e+09, cwndSecondDerivative: 2.93784763247026e+08
Method 1: time: 1.003553707, rttSecondDerivative: 3.378163474397152e+09, cwndSecondDerivative: 2.937853321799456e+08
Method 1: time: 1.003592547, rttSecondDerivative: 3.38344604060832e+09, cwndSecondDerivative: 2.937859949391895e+08
Method 1: time: 1.003028792, rttSecondDerivative: 3.386528350758092e+09, cwndSecondDerivative: 2.937865674022427e+08
Method 1: time: 1.003824616, rttSecondDerivative: 3.40084587305487e+09, cwndSecondDerivative: 2.937870261230177e+08
Method 1: time: 1.003736964, rttSecondDerivative: 3.40764492013827e+09, cwndSecondDerivative: 2.93787459757922e+08
Method 1: time: 1.002868805, rttSecondDerivative: 3.4165205040544825e+09, cwndSecondDerivative: 2.9378795200053513e+08
Method 1: time: 1.00347531, rttSecondDerivative: 3.43246276112269e+09, cwndSecondDerivative: 2.937885540624688e+08
Method 1: time: 1.003763292, rttSecondDerivative: 3.4559921937812037e+09, cwndSecondDerivative: 2.937890872183688e+08
Method 1: time: 1.004353645, rttSecondDerivative: 3.472821360241121e+09, cwndSecondDerivative: 2.9378951806363183e+08
Method 1: time: 1.00638282, rttSecondDerivative: 3.491701113753151e+09, cwndSecondDerivative: 2.9378988183430886e+08
Method 1: time: 1.001689933, rttSecondDerivative: 3.5144029679546723e+09, cwndSecondDerivative: 2.937903578052727e+08
Method 1: time: 1.002211786, rttSecondDerivative: 3.51839483368432e+09, cwndSecondDerivative: 2.9379086624645144e+08
Method 1: time: 1.003710147, rttSecondDerivative: 3.5307283894169335e+09, cwndSecondDerivative: 2.937913620967374e+08
Method 1: time: 1.003199924, rttSecondDerivative: 3.5511146885807867e+09, cwndSecondDerivative: 2.9379177794762325e+08
Method 1: time: 1.003081639, rttSecondDerivative: 3.5653960787396574e+09, cwndSecondDerivative: 2.937922440714419e+08
Method 1: time: 1.003549398, rttSecondDerivative: 3.574234000939826e+09, cwndSecondDerivative: 2.937926788791807e+08
Method 1: time: 1.003619411, rttSecondDerivative: 3.590796329847294e+09, cwndSecondDerivative: 2.937931413927111e+08
Method 1: time: 1.004249731, rttSecondDerivative: 3.6184430174787197e+09, cwndSecondDerivative: 2.9379353255599743e+08
Method 1: time: 1.003546791, rttSecondDerivative: 3.639955878764591e+09, cwndSecondDerivative: 2.9379391903133273e+08
Method 1: time: 1.003399583, rttSecondDerivative: 3.6501527980699773e+09, cwndSecondDerivative: 2.937942970815212e+08
Method 1: time: 1.004223264, rttSecondDerivative: 3.665297177252685e+09, cwndSecondDerivative: 2.937947235200859e+08
Method 1: time: 1.005169865, rttSecondDerivative: 3.6807785474359126e+09, cwndSecondDerivative: 2.9379506977521676e+08
Method 1: time: 1.006511769, rttSecondDerivative: 3.6972651909722323e+09, cwndSecondDerivative: 2.9379545481589305e+08
Method 1: time: 1.01201279, rttSecondDerivative: 3.720780458598978e+09, cwndSecondDerivative: 2.937958574599737e+08
Method 1: time: 1.011552845, rttSecondDerivative: 3.732654458869365e+09, cwndSecondDerivative: 2.937963945386727e+08
Method 1: time: 1.003536014, rttSecondDerivative: 3.7402620865474143e+09, cwndSecondDerivative: 2.937969262655203e+08
Method 1: time: 1.003594383, rttSecondDerivative: 3.7547839525571103e+09, cwndSecondDerivative: 2.9379744913348126e+08
Method 1: time: 1.001560414, rttSecondDerivative: 3.762465083050861e+09, cwndSecondDerivative: 2.9379785127281046e+08
Method 1: time: 1.003014345, rttSecondDerivative: 3.7785989920982733e+09, cwndSecondDerivative: 2.9379824152765733e+08
Method 1: time: 1.001839919, rttSecondDerivative: 3.793090818339404e+09, cwndSecondDerivative: 2.9379863942285514e+08
Method 1: time: 1.004431694, rttSecondDerivative: 3.810446236888293e+09, cwndSecondDerivative: 2.937990534569901e+08
Method 1: time: 1.010355093, rttSecondDerivative: 3.830213571297415e+09, cwndSecondDerivative: 2.9379950563714373e+08
Method 1: time: 1.002058024, rttSecondDerivative: 3.8522120009701223e+09, cwndSecondDerivative: 2.9379994535462546e+08
Method 1: time: 1.003721381, rttSecondDerivative: 3.870502063903078e+09, cwndSecondDerivative: 2.938003677855724e+08
Method 1: time: 1.003676789, rttSecondDerivative: 3.887558749595841e+09, cwndSecondDerivative: 2.938007126861827e+08
Method 1: time: 1.004336543, rttSecondDerivative: 3.9048987988423696e+09, cwndSecondDerivative: 2.938010787061374e+08
Method 1: time: 1.004285639, rttSecondDerivative: 3.9282626259149184e+09, cwndSecondDerivative: 2.938014238432695e+08
Method 1: time: 1.004848631, rttSecondDerivative: 3.945015090933648e+09, cwndSecondDerivative: 2.938018128468466e+08
Method 1: time: 1.00335565, rttSecondDerivative: 3.9586207728573365e+09, cwndSecondDerivative: 2.9380211207836384e+08
Method 1: time: 1.003879069, rttSecondDerivative: 3.977696056087997e+09, cwndSecondDerivative: 2.938023932504406e+08
Method 1: time: 1.003326534, rttSecondDerivative: 3.9983962187464767e+09, cwndSecondDerivative: 2.938026744806614e+08
Method 1: time: 1.005082985, rttSecondDerivative: 4.0233717211899643e+09, cwndSecondDerivative: 2.938029573700889e+08
Method 1: time: 1.004240041, rttSecondDerivative: 4.0296573677034373e+09, cwndSecondDerivative: 2.938032434788021e+08
Method 1: time: 1.003384922, rttSecondDerivative: 4.044812172596249e+09, cwndSecondDerivative: 2.938035152070841e+08
Method 1: time: 1.005336411, rttSecondDerivative: 4.050914167671916e+09, cwndSecondDerivative: 2.938037886317444e+08
Method 1: time: 1.001631955, rttSecondDerivative: 4.0625206366325383e+09, cwndSecondDerivative: 2.9380413145852554e+08
Method 1: time: 1.004574807, rttSecondDerivative: 4.0856754497863035e+09, cwndSecondDerivative: 2.9380454691999394e+08
Method 1: time: 1.006712278, rttSecondDerivative: 4.0959991819751244e+09, cwndSecondDerivative: 2.938050161592653e+08
Method 1: time: 1.003251507, rttSecondDerivative: 4.1043374055241404e+09, cwndSecondDerivative: 2.938054518402008e+08
Method 1: time: 1.003638062, rttSecondDerivative: 4.124729879515195e+09, cwndSecondDerivative: 2.9380576959906954e+08
Method 1: time: 1.005909304, rttSecondDerivative: 4.133200760083032e+09, cwndSecondDerivative: 2.938061019359344e+08
Method 1: time: 1.00808112, rttSecondDerivative: 4.1442231491348524e+09, cwndSecondDerivative: 2.9380652654915404e+08
Method 1: time: 1.021668192, rttSecondDerivative: 4.15783420216308e+09, cwndSecondDerivative: 2.938068492792807e+08
Method 1: time: 1.003888873, rttSecondDerivative: 4.171539121554169e+09, cwndSecondDerivative: 2.938071772566951e+08
Method 1: time: 1.004438873, rttSecondDerivative: 4.195976939248138e+09, cwndSecondDerivative: 2.938075367797164e+08
Method 1: time: 1.003237485, rttSecondDerivative: 4.208322830230631e+09, cwndSecondDerivative: 2.938079038184374e+08
Method 1: time: 1.004068541, rttSecondDerivative: 4.219256896880652e+09, cwndSecondDerivative: 2.9380828250074893e+08
Method 1: time: 1.004132594, rttSecondDerivative: 4.222973362995409e+09, cwndSecondDerivative: 2.9380866965226287e+08
Method 1: time: 1.003802803, rttSecondDerivative: 4.233436058829087e+09, cwndSecondDerivative: 2.938089810931889e+08
Method 1: time: 1.002148574, rttSecondDerivative: 4.254404389561273e+09, cwndSecondDerivative: 2.938092650171962e+08
Method 1: time: 1.005648637, rttSecondDerivative: 4.2572912959977417e+09, cwndSecondDerivative: 2.938096217364479e+08
Method 1: time: 1.003156951, rttSecondDerivative: 4.2629107306966124e+09, cwndSecondDerivative: 2.938100050188243e+08
Method 1: time: 1.003194451, rttSecondDerivative: 4.2688579676773663e+09, cwndSecondDerivative: 2.9381026341915786e+08
Method 1: time: 1.004426858, rttSecondDerivative: 4.2733901907460933e+09, cwndSecondDerivative: 2.938105410501764e+08
Method 1: time: 1.00541781, rttSecondDerivative: 4.2867410954486446e+09, cwndSecondDerivative: 2.9381090318709266e+08
Method 1: time: 1.002313076, rttSecondDerivative: 4.2903919527167454e+09, cwndSecondDerivative: 2.938112489410761e+08
Method 1: time: 1.003905745, rttSecondDerivative: 4.2948884439948316e+09, cwndSecondDerivative: 2.93811658022646e+08
Method 1: time: 1.004333979, rttSecondDerivative: 4.301481739644143e+09, cwndSecondDerivative: 2.938120528174667e+08
Method 1: time: 1.004103857, rttSecondDerivative: 4.304754024152978e+09, cwndSecondDerivative: 2.938124177897258e+08
Method 1: time: 1.003248692, rttSecondDerivative: 4.317566988527921e+09, cwndSecondDerivative: 2.938127732912483e+08
Method 1: time: 1.002348804, rttSecondDerivative: 4.320700266037173e+09, cwndSecondDerivative: 2.938131390273521e+08
Method 1: time: 1.005820342, rttSecondDerivative: 4.320788421725529e+09, cwndSecondDerivative: 2.938135069779861e+08
Method 1: time: 1.002612915, rttSecondDerivative: 4.320790630011265e+09, cwndSecondDerivative: 2.938138194269975e+08
Method 1: time: 1.004216658, rttSecondDerivative: 4.320794629816852e+09, cwndSecondDerivative: 2.938142148777605e+08
Method 1: time: 1.00362958, rttSecondDerivative: 4.329782299917326e+09, cwndSecondDerivative: 2.938146106162391e+08
Method 1: time: 1.005929191, rttSecondDerivative: 4.329794406649379e+09, cwndSecondDerivative: 2.9381492542977655e+08
Method 1: time: 1.002975004, rttSecondDerivative: 4.337335526243576e+09, cwndSecondDerivative: 2.938151746801065e+08
Method 1: time: 1.00335818, rttSecondDerivative: 4.337496224976454e+09, cwndSecondDerivative: 2.938155064725323e+08
Method 1: time: 1.004079744, rttSecondDerivative: 4.341553610807284e+09, cwndSecondDerivative: 2.938158357718615e+08
Method 1: time: 1.003896805, rttSecondDerivative: 4.350223263652967e+09, cwndSecondDerivative: 2.938161455945349e+08
Method 1: time: 1.003918255, rttSecondDerivative: 4.350234855405906e+09, cwndSecondDerivative: 3.021159967888669e+08
Method 1: time: 1.001980266, rttSecondDerivative: 4.354827482929368e+09, cwndSecondDerivative: 3.021164285211929e+08
Method 1: time: 1.006729441, rttSecondDerivative: 4.365889571114642e+09, cwndSecondDerivative: 3.0211675447754294e+08
Method 1: time: 1.002730037, rttSecondDerivative: 4.374453002115762e+09, cwndSecondDerivative: 3.0211708700103396e+08
Method 1: time: 1.004586563, rttSecondDerivative: 4.374543943624974e+09, cwndSecondDerivative: 3.021174209023485e+08
Method 1: time: 1.003688318, rttSecondDerivative: 4.379400084343432e+09, cwndSecondDerivative: 3.021177449098698e+08
Method 1: time: 1.003768147, rttSecondDerivative: 4.379413635370546e+09, cwndSecondDerivative: 3.021180592082482e+08
Method 1: time: 1.00474061, rttSecondDerivative: 4.38640655495552e+09, cwndSecondDerivative: 3.021183602815289e+08
Method 1: time: 1.002650989, rttSecondDerivative: 4.402006753632565e+09, cwndSecondDerivative: 3.021186630339412e+08
Method 1: time: 1.004681228, rttSecondDerivative: 4.406259894287765e+09, cwndSecondDerivative: 3.021189528491182e+08
Method 1: time: 1.002400058, rttSecondDerivative: 4.426891724777828e+09, cwndSecondDerivative: 3.0211923960403436e+08
Method 1: time: 1.003648358, rttSecondDerivative: 4.437709249560872e+09, cwndSecondDerivative: 3.0211945617742926e+08
Method 1: time: 1.006021244, rttSecondDerivative: 4.439863895671668e+09, cwndSecondDerivative: 3.0211967648535836e+08
Method 1: time: 1.003223089, rttSecondDerivative: 4.443996528984411e+09, cwndSecondDerivative: 3.0211989809061515e+08
Method 1: time: 1.0035294, rttSecondDerivative: 4.449916707585163e+09, cwndSecondDerivative: 3.0212011387024456e+08
Method 1: time: 1.002893176, rttSecondDerivative: 4.462036751566938e+09, cwndSecondDerivative: 3.0212034155020696e+08
Method 1: time: 1.004732679, rttSecondDerivative: 4.466343180867244e+09, cwndSecondDerivative: 3.0212072232959527e+08
Method 1: time: 1.003449282, rttSecondDerivative: 4.466355667068055e+09, cwndSecondDerivative: 3.0212111257405996e+08
Method 1: time: 1.002770072, rttSecondDerivative: 4.466717624645078e+09, cwndSecondDerivative: 3.0212149250706553e+08
Method 1: time: 1.005513602, rttSecondDerivative: 4.466728561174179e+09, cwndSecondDerivative: 3.0212187258250105e+08
Method 1: time: 1.002630541, rttSecondDerivative: 4.4770565088010025e+09, cwndSecondDerivative: 3.0212220879380655e+08
Method 1: time: 1.004927777, rttSecondDerivative: 4.477687656877556e+09, cwndSecondDerivative: 3.021225457790597e+08
Method 1: time: 1.003056801, rttSecondDerivative: 4.477721228712298e+09, cwndSecondDerivative: 3.021228857116115e+08
Method 1: time: 1.004139118, rttSecondDerivative: 4.480878591528257e+09, cwndSecondDerivative: 3.0212324610693043e+08
Method 1: time: 1.004389946, rttSecondDerivative: 4.489280329447951e+09, cwndSecondDerivative: 3.0212359804005873e+08
Method 1: time: 1.005249092, rttSecondDerivative: 4.498757465287911e+09, cwndSecondDerivative: 3.0212387881654876e+08
Method 1: time: 1.002263095, rttSecondDerivative: 4.50308355243575e+09, cwndSecondDerivative: 3.0212417499379134e+08
Method 1: time: 1.004575653, rttSecondDerivative: 4.5030855044891815e+09, cwndSecondDerivative: 3.0212436844332343e+08
Method 1: time: 14.128271704, rttSecondDerivative: 4.512046610708361e+09, cwndSecondDerivative: 3.021245225700198e+08
Method 1: time: 1.632712552, rttSecondDerivative: 4.512046610708346e+09, cwndSecondDerivative: 3.0212452790958774e+08
